query_id,category,question,expected_answer,generated_answer,response_time(sec),retrieved_source_count,retrieved_sources
83,Medications,Should medication be taken with food?,"Some Parkinson's medications can be taken with food to reduce nausea, but high-protein meals may reduce Levodopa absorption. Patients should follow medical advice.","Your physician and pharmacist will tell you if your medications need to be taken at certain times of day or with or without certain foods or beverages.

If you take levodopa, eating protein too close to a dose can lessen its effect for some people. Common timing guidelines suggest eating about 60 minutes before or 30–60 minutes after medication. For example, if you have a noon dose, eat by 11 a.m. or after 12:30 p.m.

For selective MAO-B inhibitors, previous restrictions on the intake of foods containing tyramine (such as aged cheeses, red wine, and draft beers) have been relaxed by the U.S. Food and Drug Administration (FDA).",3.59,5,data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\foundation_resources\Parkinson_Foundation\Practical-Pointers-Guide-2026.pdf | data\Parkinson_Disease\foundation_resources\Parkinson_Foundation\hospital-safety-guide-april-2026.pdf | data\Parkinson_Disease\foundation_resources\Parkinson_Foundation\Practical-Pointers-Guide-2026.pdf | data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf
84,Medications,Can protein affect Levodopa absorption?,"Yes. Dietary protein can compete with Levodopa for absorption and transport, potentially reducing its effectiveness in some patients.","Yes, dietary protein may affect the absorption of levodopa. Dietary protein intake and resulting concentrations of large neutral amino acids may decrease the entry of levodopa into the brain. Taking levodopa with meals, which often contain protein, can also affect its absorption in the gut by slowing gastric emptying.",2.28,5,data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\guidelines\ANN\Dopaminergic Therapy for Motor Symptoms in Early Parkinson Disease.pdf | data\Parkinson_Disease\guidelines\ANN\Dopaminergic Therapy for Motor Symptoms in Early Parkinson Disease.pdf | data\Parkinson_Disease\guidelines\ANN\Dopaminergic Therapy for Motor Symptoms in Early Parkinson Disease.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf
85,Medications,What medications should Parkinson's patients avoid?,"Patients should avoid medications that block dopamine, such as certain antipsychotics and anti-nausea drugs, unless specifically recommended by a healthcare professional.","Parkinson's patients should avoid medications that make their Parkinson's worse, including those that block dopamine, sedatives, and certain pain medications. Many common medications for pain, nausea, depression, sleep, and psychosis are not safe for people with PD.",24.21,5,data\Parkinson_Disease\foundation_resources\Parkinson_Foundation\hospital-safety-guide-april-2026.pdf | data\Parkinson_Disease\foundation_resources\Parkinson_Foundation\hospital-safety-guide-april-2026.pdf | data\Parkinson_Disease\guidelines\WHO\Parkinson disease WEB.pdf | data\Parkinson_Disease\patient_education\Parkinson's disease - Treatment - NHS.pdf | data\Parkinson_Disease\guidelines\WHO\Parkinson disease WEB.pdf
86,Biomarkers,What are biomarkers for Parkinson's disease?,"Biomarkers are measurable biological indicators that help detect, diagnose, monitor, or predict the progression of Parkinson's disease.","Biomarkers for Parkinson's disease are required to detect the disease in the early stages when prevention is possible. They include various types such as imaging, cerebrospinal fluid, oxidative stress, neuroprotection, and inflammation markers. These biomarkers, alone or in combination, are used in clinical practice, while novel tissue and fluid markers are under investigation.

Biomarkers can also reflect underlying mechanisms of the disease (e.g., mitochondrial, inflammatory, lysosomal) to enable deeper biological subtyping and targeted management. Promising candidates for future diagnostic criteria include microbiome signatures, other -omics analyses, wearables, and sensor-based markers.",3.32,5,data\Parkinson_Disease\research_papers\biomarkers\12264_2017_Article_183.pdf | data\Parkinson_Disease\research_papers\biomarkers\12264_2017_Article_183.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Biomarkers.pdf | data\Parkinson_Disease\research_papers\diagnosis\nihms-1697463_biomarkers.pdf | data\Parkinson_Disease\research_papers\genetics\nihms-1697463_genetics.pdf
87,Biomarkers,Can blood biomarkers diagnose Parkinson's disease?,"Blood biomarkers are being actively researched, but no blood biomarker is currently approved as a definitive diagnostic test for Parkinson's disease.","Biomarkers for Parkinson's Disease (PD) are not currently measured in routine clinical practice and have been restricted to research protocols. Novel tissue and fluid markers are under investigation, and PD is evolving towards a biomarker-supported diagnostic entity.",3.57,5,data\Parkinson_Disease\research_papers\diagnosis\10-1055-s-0043-1777775.pdf | data\Parkinson_Disease\research_papers\diagnosis\nihms-1697463_biomarkers.pdf | data\Parkinson_Disease\research_papers\genetics\nihms-1697463_genetics.pdf | data\Parkinson_Disease\research_papers\diagnosis\nihms-1697463_biomarkers.pdf | data\Parkinson_Disease\research_papers\genetics\nihms-1697463_genetics.pdf
88,Biomarkers,What are CSF biomarkers?,"CSF biomarkers are biological molecules measured in cerebrospinal fluid, including alpha-synuclein, tau proteins, and neurofilament light chain, that may aid Parkinson's disease research and diagnosis.","CSF biomarkers are biochemical biomarkers that can be investigated in the cerebrospinal fluid (CSF). The CSF is an accessible source of brain-derived proteins, and proteins and peptides reflecting brain-derived activities can diffuse into the CSF, making it a potential source for biomarkers. Some CSF proteins originate from the blood. Examples of CSF biomarkers include α-Syn, Aβ42, t-tau, and p-tau.",3.21,5,data\Parkinson_Disease\research_papers\biomarkers\12264_2017_Article_183.pdf | data\Parkinson_Disease\research_papers\biomarkers\12264_2017_Article_183.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\nihms-1544448.pdf | data\Parkinson_Disease\research_papers\deep_learning\biomolecules-13-01761.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\nihms-1544448.pdf
89,Biomarkers,Are MRI biomarkers useful?,"MRI biomarkers can provide supportive information about structural and functional brain changes, but they are not sufficient alone to diagnose Parkinson's disease.","Yes, MRI biomarkers exhibit several potential advantages for clinical trials and clinical practice. MRI is a noninvasive imaging technique that does not require contrast agent injection or radiation exposure, allowing it to be repeated many times. They also show enormous potential to characterize disease processes in Parkinson's Disease (PD) and present promising metrics to detect changes within the nigrostriatal system and broader dysfunction involved in non-motor symptoms like cognitive impairment.",2.09,5,data\Parkinson_Disease\research_papers\non_motor_symptoms\nihms-1544448.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\nihms-1544448.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\nihms-1544448.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\nihms-1544448.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\nihms-1544448.pdf
90,Biomarkers,What imaging biomarkers exist?,"Imaging biomarkers include DaTscan, PET imaging, MRI techniques, and transcranial sonography, which help evaluate dopamine function and brain changes.","The imaging biomarkers include molecular imaging, transcranial sonography, magnetic resonance imaging (MRI), and optical coherence tomography (OCT).

Within molecular imaging, specific techniques mentioned are:
*   Dopamine transporter single-photon emission computed tomography (DAT-SPECT)
*   Fluorodopa positron emission tomography (F-DOPA PET)",3.12,5,data\Parkinson_Disease\research_papers\biomarkers\12264_2017_Article_183.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\nihms-1544448.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\nihms-1544448.pdf | data\Parkinson_Disease\research_papers\biomarkers\12264_2017_Article_183.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\nihms-1544448.pdf
91,Biomarkers,Can biomarkers predict disease progression?,"Some biomarkers may help predict disease progression, but further research is needed before they become routine clinical tools.","In the diagnosis of Parkinson's Disease, although no individual biomarkers have been recommended, they can be combined rationally to predict the status and progression of the disease. A biomarker gives an indication of the particular disease state of an organism and evaluates the progress of the disease.",3.12,5,data\Parkinson_Disease\research_papers\pathogenesis\Biomarkers.pdf | data\Parkinson_Disease\research_papers\AI_in_PD\41598_2023_Article_30038.pdf | data\Parkinson_Disease\research_papers\genetics\nihms-1907958_genetics.pdf | data\Parkinson_Disease\research_papers\progression\nihms-1790081_progression.pdf | data\Parkinson_Disease\research_papers\biomarkers\12264_2017_Article_183.pdf
92,Biomarkers,Are genetic biomarkers available?,"Yes. Genetic mutations such as LRRK2, SNCA, GBA, and PARK genes can serve as genetic biomarkers in selected patients with Parkinson's disease.","Yes, genetic risk loci have been identified, and polygenic risk scores (PRS), calculated as the weighted sum of genetic variants, are commonly used tools to quantify genetic susceptibility to a specific trait or disease. These PRS are constructed using genome-wide data.",3.4,5,data\Parkinson_Disease\research_papers\non_motor_symptoms\nihms-1544448.pdf | data\Parkinson_Disease\research_papers\AI_in_PD\41598_2023_Article_30038.pdf | data\Parkinson_Disease\review_articles\795.full.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Biomarkers.pdf | data\Parkinson_Disease\research_papers\deep_learning\biomolecules-13-01761.pdf
93,Biomarkers,Can biomarkers detect Parkinson's early?,"Researchers are developing biomarkers to identify Parkinson's disease before motor symptoms appear, but no biomarker has yet been fully validated for routine clinical use.","To date, there are no biomarkers that would enable a confident diagnosis of any of the conceptual phases of ‘pre-diagnostic’ Parkinson’s disease with high sensitivity and specificity. However, future diagnostic algorithms will need to incorporate additional tests and biomarkers to further enhance diagnostic accuracy and sensitivity for early or prodromal disease stages. Such ‘pre-diagnostic’ stages of Parkinson’s disease will only be diagnosed through biomarkers. Currently, one of the significant limitations in the treatment of Parkinson's Disease is late detection.",3.64,5,data\Parkinson_Disease\research_papers\diagnosis\nihms-1697463_biomarkers.pdf | data\Parkinson_Disease\research_papers\genetics\nihms-1697463_genetics.pdf | data\Parkinson_Disease\research_papers\diagnosis\nihms-1697463_biomarkers.pdf | data\Parkinson_Disease\research_papers\genetics\nihms-1697463_genetics.pdf | data\Parkinson_Disease\research_papers\biomarkers\12264_2017_Article_183.pdf
